Back to Contents,Data 1: Areas for production summary,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s
Sourcekey,N9010US2,N9010AK2,N9010AR2,N9010CA2,N9010CO2,N9010FX2,N9010KS2,N9010LA2,N9010MT2,N9010NM2,N9010ND2,N9010OH2,N9010OK2,N9010PA2,N9010TX2,N9010UT2,N9010WV2,N9010WY2
Date,U.S. Natural Gas Gross Withdrawals (MMcf),Alaska Natural Gas Gross Withdrawals (MMcf),Arkansas Natural Gas Gross Withdrawals (MMcf),California Natural Gas Gross Withdrawals (MMcf),Colorado Natural Gas Gross Withdrawals (MMcf),Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals (MMcf),Kansas Natural Gas Gross Withdrawals (MMcf),Louisiana Natural Gas Gross Withdrawals (MMcf),Montana Natural Gas Gross Withdrawals (MMcf),New Mexico Natural Gas Gross Withdrawals (MMcf),North Dakota Natural Gas Gross Withdrawals (MMcf),Ohio Natural Gas Gross Withdrawals (MMcf),Oklahoma Natural Gas Gross Withdrawals (MMcf),Pennsylvania Natural Gas Gross Withdrawals (MMcf),Texas Natural Gas Gross Withdrawals (MMcf),Utah Natural Gas Gross Withdrawals (MMcf),West Virginia Natural Gas Gross Withdrawals (MMcf),Wyoming Natural Gas Gross Withdrawals (MMcf)
26679.0,,,,,,,,,,,,,,,,,,
26710.0,,,,,,,,,,,,,,,,,,
26738.0,,,,,,,,,,,,,,,,,,
26769.0,,,,,,,,,,,,,,,,,,
26799.0,,,,,,,,,,,,,,,,,,
26830.0,,,,,,,,,,,,,,,,,,
26860.0,,,,,,,,,,,,,,,,,,
26891.0,,,,,,,,,,,,,,,,,,
26922.0,,,,,,,,,,,,,,,,,,
26952.0,,,,,,,,,,,,,,,,,,
26983.0,,,,,,,,,,,,,,,,,,
27013.0,,,,,,,,,,,,,,,,,,
27044.0,,,,,,,,,,,,,,,,,,
27075.0,,,,,,,,,,,,,,,,,,
27103.0,,,,,,,,,,,,,,,,,,
27134.0,,,,,,,,,,,,,,,,,,
27164.0,,,,,,,,,,,,,,,,,,
27195.0,,,,,,,,,,,,,,,,,,
27225.0,,,,,,,,,,,,,,,,,,
27256.0,,,,,,,,,,,,,,,,,,
27287.0,,,,,,,,,,,,,,,,,,
27317.0,,,,,,,,,,,,,,,,,,
27348.0,,,,,,,,,,,,,,,,,,
27378.0,,,,,,,,,,,,,,,,,,
27409.0,,,,,,,,,,,,,,,,,,
27440.0,,,,,,,,,,,,,,,,,,
27468.0,,,,,,,,,,,,,,,,,,
27499.0,,,,,,,,,,,,,,,,,,
27529.0,,,,,,,,,,,,,,,,,,
27560.0,,,,,,,,,,,,,,,,,,
27590.0,,,,,,,,,,,,,,,,,,
27621.0,,,,,,,,,,,,,,,,,,
27652.0,,,,,,,,,,,,,,,,,,
27682.0,,,,,,,,,,,,,,,,,,
27713.0,,,,,,,,,,,,,,,,,,
27743.0,,,,,,,,,,,,,,,,,,
27774.0,,,,,,,,,,,,,,,,,,
27805.0,,,,,,,,,,,,,,,,,,
27834.0,,,,,,,,,,,,,,,,,,
27865.0,,,,,,,,,,,,,,,,,,
27895.0,,,,,,,,,,,,,,,,,,
27926.0,,,,,,,,,,,,,,,,,,
27956.0,,,,,,,,,,,,,,,,,,
27987.0,,,,,,,,,,,,,,,,,,
28018.0,,,,,,,,,,,,,,,,,,
28048.0,,,,,,,,,,,,,,,,,,
28079.0,,,,,,,,,,,,,,,,,,
28109.0,,,,,,,,,,,,,,,,,,
28140.0,,,,,,,,,,,,,,,,,,
28171.0,,,,,,,,,,,,,,,,,,
28199.0,,,,,,,,,,,,,,,,,,
28230.0,,,,,,,,,,,,,,,,,,
28260.0,,,,,,,,,,,,,,,,,,
28291.0,,,,,,,,,,,,,,,,,,
28321.0,,,,,,,,,,,,,,,,,,
28352.0,,,,,,,,,,,,,,,,,,
28383.0,,,,,,,,,,,,,,,,,,
28413.0,,,,,,,,,,,,,,,,,,
28444.0,,,,,,,,,,,,,,,,,,
28474.0,,,,,,,,,,,,,,,,,,
28505.0,,,,,,,,,,,,,,,,,,
28536.0,,,,,,,,,,,,,,,,,,
28564.0,,,,,,,,,,,,,,,,,,
28595.0,,,,,,,,,,,,,,,,,,
28625.0,,,,,,,,,,,,,,,,,,
28656.0,,,,,,,,,,,,,,,,,,
28686.0,,,,,,,,,,,,,,,,,,
28717.0,,,,,,,,,,,,,,,,,,
28748.0,,,,,,,,,,,,,,,,,,
28778.0,,,,,,,,,,,,,,,,,,
28809.0,,,,,,,,,,,,,,,,,,
28839.0,,,,,,,,,,,,,,,,,,
28870.0,,,,,,,,,,,,,,,,,,
28901.0,,,,,,,,,,,,,,,,,,
28929.0,,,,,,,,,,,,,,,,,,
28960.0,,,,,,,,,,,,,,,,,,
28990.0,,,,,,,,,,,,,,,,,,
29021.0,,,,,,,,,,,,,,,,,,
29051.0,,,,,,,,,,,,,,,,,,
29082.0,,,,,,,,,,,,,,,,,,
29113.0,,,,,,,,,,,,,,,,,,
29143.0,,,,,,,,,,,,,,,,,,
29174.0,,,,,,,,,,,,,,,,,,
29204.0,,,,,,,,,,,,,,,,,,
29235.0,1960000.0,,,,,,,,,,,,,,,,,
29266.0,1840000.0,,,,,,,,,,,,,,,,,
29295.0,1971000.0,,,,,,,,,,,,,,,,,
29326.0,1806000.0,,,,,,,,,,,,,,,,,
29356.0,1840000.0,,,,,,,,,,,,,,,,,
29387.0,1725000.0,,,,,,,,,,,,,,,,,
29417.0,1756000.0,,,,,,,,,,,,,,,,,
29448.0,1716000.0,,,,,,,,,,,,,,,,,
29479.0,1723000.0,,,,,,,,,,,,,,,,,
29509.0,1790000.0,,,,,,,,,,,,,,,,,
29540.0,1790000.0,,,,,,,,,,,,,,,,,
29570.0,1949000.0,,,,,,,,,,,,,,,,,
29601.0,1890000.0,,,,,,,,,,,,,,,,,
29632.0,1702000.0,,,,,,,,,,,,,,,,,
29660.0,1871000.0,,,,,,,,,,,,,,,,,
29691.0,1808000.0,,,,,,,,,,,,,,,,,
29721.0,1838000.0,,,,,,,,,,,,,,,,,
29752.0,1770000.0,,,,,,,,,,,,,,,,,
29782.0,1797000.0,,,,,,,,,,,,,,,,,
29813.0,1841000.0,,,,,,,,,,,,,,,,,
29844.0,1716000.0,,,,,,,,,,,,,,,,,
29874.0,1781000.0,,,,,,,,,,,,,,,,,
29905.0,1714000.0,,,,,,,,,,,,,,,,,
29935.0,1860000.0,,,,,,,,,,,,,,,,,
29966.0,1870000.0,,,,,,,,,,,,,,,,,
29997.0,1716000.0,,,,,,,,,,,,,,,,,
30025.0,1822000.0,,,,,,,,,,,,,,,,,
30056.0,1719000.0,,,,,,,,,,,,,,,,,
30086.0,1698000.0,,,,,,,,,,,,,,,,,
30117.0,1647000.0,,,,,,,,,,,,,,,,,
30147.0,1672000.0,,,,,,,,,,,,,,,,,
30178.0,1643000.0,,,,,,,,,,,,,,,,,
30209.0,1574000.0,,,,,,,,,,,,,,,,,
30239.0,1615000.0,,,,,,,,,,,,,,,,,
30270.0,1627000.0,,,,,,,,,,,,,,,,,
30300.0,1669000.0,,,,,,,,,,,,,,,,,
30331.0,1748117.0,,,,,,,,,,,,,,,,,
30362.0,1521467.0,,,,,,,,,,,,,,,,,
30390.0,1577466.0,,,,,,,,,,,,,,,,,
30421.0,1542366.0,,,,,,,,,,,,,,,,,
30451.0,1532055.0,,,,,,,,,,,,,,,,,
30482.0,1495326.0,,,,,,,,,,,,,,,,,
30512.0,1551881.0,,,,,,,,,,,,,,,,,
30543.0,1532451.0,,,,,,,,,,,,,,,,,
30574.0,1462650.0,,,,,,,,,,,,,,,,,
30604.0,1531355.0,,,,,,,,,,,,,,,,,
30635.0,1521775.0,,,,,,,,,,,,,,,,,
30665.0,1642136.0,,,,,,,,,,,,,,,,,
30696.0,1895481.0,,,,,,,,,,,,,,,,,
30727.0,1655189.0,,,,,,,,,,,,,,,,,
30756.0,1699551.0,,,,,,,,,,,,,,,,,
30787.0,1671840.0,,,,,,,,,,,,,,,,,
30817.0,1675256.0,,,,,,,,,,,,,,,,,
30848.0,1623846.0,,,,,,,,,,,,,,,,,
30878.0,1682570.0,,,,,,,,,,,,,,,,,
30909.0,1658423.0,,,,,,,,,,,,,,,,,
30940.0,1580166.0,,,,,,,,,,,,,,,,,
30970.0,1667575.0,,,,,,,,,,,,,,,,,
31001.0,1661692.0,,,,,,,,,,,,,,,,,
31031.0,1794932.0,,,,,,,,,,,,,,,,,
31062.0,1833462.0,,,,,,,,,,,,,,,,,
31093.0,1672775.0,,,,,,,,,,,,,,,,,
31121.0,1689944.0,,,,,,,,,,,,,,,,,
31152.0,1601171.0,,,,,,,,,,,,,,,,,
31182.0,1585096.0,,,,,,,,,,,,,,,,,
31213.0,1526158.0,,,,,,,,,,,,,,,,,
31243.0,1570088.0,,,,,,,,,,,,,,,,,
31274.0,1559116.0,,,,,,,,,,,,,,,,,
31305.0,1536110.0,,,,,,,,,,,,,,,,,
31335.0,1594820.0,,,,,,,,,,,,,,,,,
31366.0,1605066.0,,,,,,,,,,,,,,,,,
31396.0,1832894.0,,,,,,,,,,,,,,,,,
31427.0,1822072.0,,,,,,,,,,,,,,,,,
31458.0,1590678.0,,,,,,,,,,,,,,,,,
31486.0,1697033.0,,,,,,,,,,,,,,,,,
31517.0,1532501.0,,,,,,,,,,,,,,,,,
31547.0,1559058.0,,,,,,,,,,,,,,,,,
31578.0,1488517.0,,,,,,,,,,,,,,,,,
31608.0,1530478.0,,,,,,,,,,,,,,,,,
31639.0,1531488.0,,,,,,,,,,,,,,,,,
31670.0,1449958.0,,,,,,,,,,,,,,,,,
31700.0,1549075.0,,,,,,,,,,,,,,,,,
31731.0,1635610.0,,,,,,,,,,,,,,,,,
31761.0,1744243.0,,,,,,,,,,,,,,,,,
31792.0,1830364.0,,,,,,,,,,,,,,,,,
31823.0,1648472.0,,,,,,,,,,,,,,,,,
31851.0,1745201.0,,,,,,,,,,,,,,,,,
31882.0,1646758.0,,,,,,,,,,,,,,,,,
31912.0,1641199.0,,,,,,,,,,,,,,,,,
31943.0,1575395.0,,,,,,,,,,,,,,,,,
31973.0,1592419.0,,,,,,,,,,,,,,,,,
32004.0,1617677.0,,,,,,,,,,,,,,,,,
32035.0,1546332.0,,,,,,,,,,,,,,,,,
32065.0,1691308.0,,,,,,,,,,,,,,,,,
32096.0,1730252.0,,,,,,,,,,,,,,,,,
32126.0,1874822.0,,,,,,,,,,,,,,,,,
32157.0,1931603.0,,,,,,,,,,,,,,,,,
32188.0,1758595.0,,,,,,,,,,,,,,,,,
32217.0,1833049.0,,,,,,,,,,,,,,,,,
32248.0,1690503.0,,,,,,,,,,,,,,,,,
32278.0,1730340.0,,,,,,,,,,,,,,,,,
32309.0,1660533.0,,,,,,,,,,,,,,,,,
32339.0,1680284.0,,,,,,,,,,,,,,,,,
32370.0,1697417.0,,,,,,,,,,,,,,,,,
32401.0,1614511.0,,,,,,,,,,,,,,,,,
32431.0,1753272.0,,,,,,,,,,,,,,,,,
32462.0,1777887.0,,,,,,,,,,,,,,,,,
32492.0,1871261.0,,,,,,,,,,,,,,,,,
32523.0,1871079.0,,,,,,,,,,,,,,,,,
32554.0,1717410.0,,,,,,,,,,,,,,,,,
32582.0,1814437.0,,,,,,,,,,,,,,,,,
32613.0,1742633.0,,,,,,,,,,,,,,,,,
32643.0,1775667.0,,,,,,,,,,,,,,,,,
32674.0,1688471.0,,,,,,,,,,,,,,,,,
32704.0,1725453.0,,,,,,,,,,,,,,,,,
32735.0,1720256.0,,,,,,,,,,,,,,,,,
32766.0,1649263.0,,,,,,,,,,,,,,,,,
32796.0,1724142.0,,,,,,,,,,,,,,,,,
32827.0,1789778.0,,,,,,,,,,,,,,,,,
32857.0,1855838.0,,,,,,,,,,,,,,,,,
32888.0,1938977.0,,,,,,,,,,,,,,,,,
32919.0,1719684.0,,,,,,,,,,,,,,,,,
32947.0,1841822.0,,,,,,,,,,,,,,,,,
32978.0,1752771.0,,,,,,,,,,,,,,,,,
33008.0,1781076.0,,,,,,,,,,,,,,,,,
33039.0,1712084.0,,,,,,,,,,,,,,,,,
33069.0,1757476.0,,,,,,,,,,,,,,,,,
33100.0,1764953.0,,,,,,,,,,,,,,,,,
33131.0,1690802.0,,,,,,,,,,,,,,,,,
33161.0,1841740.0,,,,,,,,,,,,,,,,,
33192.0,1825816.0,,,,,,,,,,,,,,,,,
33222.0,1895421.0,,,,,,,,,,,,,,,,,
33253.0,1956947.0,206213.0,19595.0,36651.0,21103.0,,64057.0,475615.0,5317.0,98168.0,5413.0,13138.0,194179.0,13538.0,613705.0,29169.0,17794.0,81224.0
33284.0,1737959.0,192757.0,16126.0,32831.0,24172.0,,54742.0,415395.0,4533.0,81480.0,4886.0,11794.0,176577.0,12153.0,540324.0,25803.0,15880.0,72419.0
33312.0,1889228.0,212592.0,16675.0,39214.0,24435.0,,58012.0,446189.0,4861.0,90924.0,5408.0,12855.0,189362.0,13271.0,578880.0,28696.0,17289.0,87728.0
33343.0,1799742.0,193357.0,13393.0,37554.0,25590.0,,52088.0,427529.0,4866.0,87912.0,5186.0,12191.0,182592.0,12588.0,556087.0,27430.0,16401.0,83390.0
33373.0,1786338.0,189547.0,13191.0,37761.0,23263.0,,50888.0,421558.0,4600.0,87739.0,5231.0,12085.0,181866.0,12483.0,561205.0,26066.0,16256.0,79090.0
33404.0,1712514.0,190891.0,12183.0,35557.0,23548.0,,46821.0,394184.0,3543.0,83496.0,5259.0,11737.0,168292.0,12115.0,546366.0,25904.0,15660.0,78893.0
33434.0,1740174.0,198657.0,12113.0,39094.0,23557.0,,45032.0,392974.0,3583.0,78816.0,5595.0,11966.0,176757.0,12372.0,555274.0,26327.0,15973.0,79998.0
33465.0,1740663.0,194613.0,11439.0,37700.0,24550.0,,42868.0,396947.0,4173.0,84884.0,5337.0,11942.0,171545.0,12338.0,551733.0,27840.0,15968.0,84670.0
33496.0,1715762.0,186968.0,11397.0,38819.0,23440.0,,43595.0,399564.0,4023.0,85430.0,4737.0,11590.0,167685.0,11991.0,550257.0,23393.0,15638.0,79188.0
33526.0,1863592.0,206342.0,13248.0,43053.0,24584.0,,50514.0,436848.0,4479.0,93028.0,4987.0,12612.0,180504.0,13054.0,590111.0,28671.0,17037.0,84356.0
33557.0,1864008.0,199164.0,14747.0,41556.0,25178.0,,58127.0,434276.0,4241.0,91833.0,5214.0,12611.0,179976.0,13042.0,588828.0,28721.0,16994.0,86145.0
33587.0,1942461.0,207795.0,15525.0,40046.0,31698.0,,63441.0,458989.0,4783.0,94910.0,5404.0,13130.0,184516.0,13555.0,612771.0,25640.0,17715.0,81377.0
33618.0,1952053.0,220207.0,18688.0,40367.0,28269.0,,65091.0,453270.0,5106.0,97887.0,5278.0,12811.0,184091.0,12329.0,598880.0,27197.0,16181.0,91656.0
33649.0,1747923.0,216672.0,16702.0,36985.0,26307.0,,56523.0,402327.0,4902.0,88307.0,4889.0,11514.0,166004.0,11001.0,528013.0,25078.0,14439.0,66059.0
33678.0,1837330.0,225612.0,18015.0,39291.0,25490.0,,53640.0,420967.0,5332.0,96143.0,5203.0,12436.0,165802.0,11762.0,553839.0,25991.0,15437.0,86107.0
33709.0,1801298.0,219351.0,17364.0,39024.0,26125.0,,47570.0,411917.0,4653.0,103739.0,4783.0,11936.0,168030.0,11377.0,538891.0,23358.0,14931.0,82918.0
33739.0,1841543.0,214908.0,17271.0,39717.0,27205.0,,50404.0,431327.0,4504.0,110218.0,4881.0,11885.0,165080.0,11468.0,560714.0,25028.0,15051.0,78099.0
33770.0,1799501.0,204193.0,16725.0,36276.0,27139.0,,48717.0,417000.0,3734.0,103727.0,4865.0,11431.0,166336.0,11110.0,543985.0,25354.0,14580.0,83725.0
33800.0,1841528.0,207403.0,17032.0,37994.0,26396.0,,49180.0,427388.0,3938.0,113534.0,5024.0,11646.0,160800.0,11339.0,556864.0,26008.0,14882.0,92895.0
33831.0,1798984.0,205162.0,17039.0,36885.0,27842.0,,48695.0,382708.0,3854.0,115909.0,5049.0,11664.0,159160.0,11212.0,562265.0,25896.0,14715.0,92078.0
33862.0,1786200.0,213266.0,16837.0,35860.0,27128.0,,47944.0,381170.0,3842.0,110818.0,4841.0,11528.0,160231.0,11089.0,555604.0,26956.0,14553.0,87299.0
33892.0,1898912.0,229947.0,18149.0,37302.0,28391.0,,56453.0,414845.0,4583.0,113532.0,5203.0,12472.0,170825.0,11902.0,579459.0,27416.0,15620.0,91334.0
33923.0,1871098.0,225054.0,18132.0,34459.0,29527.0,,64486.0,406315.0,5144.0,115884.0,4900.0,12450.0,172795.0,11789.0,557729.0,27403.0,15473.0,92754.0
33953.0,1955878.0,243938.0,18951.0,34695.0,34175.0,,71039.0,428235.0,5218.0,120081.0,5063.0,13042.0,178201.0,12296.0,571770.0,28590.0,16137.0,91893.0
33984.0,1965166.0,241168.0,17881.0,35778.0,32694.0,,68326.0,423076.0,5335.0,118270.0,5424.0,12178.0,181837.0,11538.0,586639.0,29036.0,15164.0,94983.0
34015.0,1767708.0,215639.0,16025.0,31941.0,29383.0,,59556.0,382554.0,4826.0,110194.0,5010.0,10875.0,162387.0,10337.0,531285.0,27418.0,14540.0,85936.0
34043.0,1943064.0,241867.0,17402.0,34552.0,33718.0,,61876.0,406496.0,5124.0,120573.0,5517.0,11718.0,174972.0,11214.0,589124.0,31267.0,14678.0,97361.0
34074.0,1842904.0,223263.0,16655.0,33088.0,34380.0,,55016.0,395723.0,4790.0,115915.0,5467.0,11238.0,167804.0,10773.0,569381.0,29882.0,13676.0,77740.0
34104.0,1878769.0,225685.0,16899.0,33431.0,36385.0,,56230.0,411114.0,4693.0,121341.0,5533.0,11318.0,169008.0,10929.0,579566.0,27942.0,13828.0,79381.0
34135.0,1794868.0,203582.0,16225.0,32111.0,33931.0,,53159.0,394868.0,4058.0,115051.0,5365.0,10862.0,162193.0,10505.0,558683.0,28358.0,13984.0,71670.0
34165.0,1850299.0,204453.0,16661.0,32692.0,32995.0,,53089.0,412879.0,3995.0,116464.0,5541.0,11030.0,164704.0,10759.0,576857.0,27521.0,13701.0,83442.0
34196.0,1871405.0,219932.0,16699.0,32747.0,34802.0,,51079.0,420433.0,3454.0,121483.0,5541.0,11034.0,164753.0,10778.0,572473.0,25763.0,14144.0,85985.0
34227.0,1832337.0,213811.0,16417.0,32302.0,33910.0,,47670.0,417563.0,4095.0,117900.0,5308.0,10879.0,162440.0,10595.0,555943.0,24670.0,14031.0,84823.0
34257.0,1950320.0,249679.0,17570.0,34947.0,35488.0,,54487.0,440892.0,5064.0,122550.0,5388.0,11850.0,176939.0,11352.0,574332.0,27934.0,14506.0,87192.0
34288.0,1965775.0,262373.0,17644.0,35074.0,36448.0,,60596.0,458579.0,4920.0,123183.0,5318.0,11871.0,177265.0,11404.0,551251.0,27324.0,13568.0,86045.0
34318.0,2063028.0,276888.0,18474.0,36704.0,39870.0,,67071.0,482445.0,5163.0,127407.0,5539.0,12432.0,185638.0,11946.0,571392.0,29068.0,15205.0,88044.0
34349.0,2022627.0,268574.0,17082.0,34930.0,39207.0,,70958.0,441368.0,4998.0,130793.0,5466.0,11722.0,171629.0,10523.0,577140.0,28316.0,16294.0,91580.0
34380.0,1815466.0,239920.0,15309.0,31184.0,35941.0,,61850.0,402280.0,4529.0,121891.0,5014.0,10468.0,153271.0,9428.0,526756.0,28226.0,15623.0,81686.0
34408.0,2028595.0,269535.0,16624.0,33733.0,38103.0,,64259.0,436425.0,4625.0,133334.0,5459.0,11280.0,165150.0,10227.0,593034.0,30799.0,15772.0,89771.0
34439.0,1924133.0,248381.0,15911.0,32303.0,38734.0,,57135.0,423914.0,4439.0,128118.0,5418.0,10818.0,158384.0,9826.0,573725.0,29630.0,14695.0,92679.0
34469.0,1983962.0,250838.0,16144.0,32638.0,41588.0,,58396.0,438127.0,4132.0,134175.0,5580.0,10895.0,159521.0,9967.0,589005.0,29997.0,14859.0,89438.0
34500.0,1881268.0,225763.0,15500.0,31349.0,36686.0,,55207.0,420754.0,3399.0,127092.0,5282.0,10456.0,153088.0,9581.0,573948.0,28579.0,15027.0,81840.0
34530.0,1942942.0,226822.0,15917.0,31916.0,38457.0,,55134.0,434335.0,3440.0,128736.0,5365.0,10618.0,155458.0,9813.0,597196.0,29370.0,14722.0,89362.0
34561.0,1970795.0,243652.0,15953.0,31971.0,39010.0,,53046.0,435920.0,3797.0,134315.0,5271.0,10621.0,155505.0,9830.0,595742.0,30013.0,15198.0,96092.0
34592.0,1877710.0,237312.0,15683.0,31536.0,39176.0,,49506.0,411131.0,3970.0,130437.0,4982.0,10472.0,153321.0,9663.0,563076.0,28336.0,15077.0,87603.0
34622.0,1981888.0,277488.0,16785.0,34118.0,40396.0,,56586.0,428858.0,4512.0,135442.0,5325.0,11406.0,167006.0,10353.0,568696.0,28414.0,15588.0,90935.0
34653.0,2035684.0,290954.0,16856.0,34242.0,39810.0,,62930.0,462108.0,4533.0,136403.0,5086.0,11428.0,167314.0,10401.0,569968.0,27656.0,14579.0,89240.0
34683.0,2115634.0,306660.0,17648.0,35834.0,39922.0,,69654.0,490877.0,4698.0,141061.0,4984.0,11967.0,175216.0,10895.0,583419.0,27683.0,16338.0,90636.0
34714.0,2043131.0,293221.0,17078.0,33825.0,49002.0,,64385.0,441789.0,4965.0,135680.0,4914.0,11206.0,160707.0,9693.0,576206.0,27546.0,16512.0,100479.0
34745.0,1821998.0,262194.0,15305.0,30198.0,43073.0,,60800.0,390626.0,4316.0,126422.0,4461.0,10008.0,143517.0,8684.0,522018.0,25887.0,15832.0,83712.0
34773.0,2025808.0,295252.0,16621.0,32666.0,47698.0,,59543.0,421704.0,4752.0,138319.0,5009.0,10783.0,154640.0,9421.0,585078.0,29521.0,15983.0,94527.0
34804.0,1944500.0,271958.0,15908.0,31282.0,46006.0,,59716.0,415676.0,4417.0,132959.0,4730.0,10342.0,148305.0,9050.0,568598.0,28400.0,14892.0,94125.0
34834.0,1996735.0,274472.0,16140.0,31606.0,46753.0,,61806.0,437500.0,4186.0,139198.0,4857.0,10416.0,149369.0,9181.0,586032.0,26636.0,15058.0,90777.0
34865.0,1910423.0,246902.0,15496.0,30358.0,44730.0,,58845.0,416802.0,3459.0,131949.0,4770.0,9996.0,143346.0,8825.0,572868.0,21539.0,15228.0,87016.0
34895.0,1960252.0,246629.0,15913.0,30907.0,44123.0,,59992.0,437583.0,3537.0,133592.0,4333.0,10151.0,145565.0,9039.0,591609.0,23180.0,14919.0,91052.0
34926.0,1964637.0,266320.0,15950.0,30960.0,44199.0,,58610.0,425397.0,3619.0,139356.0,4854.0,10154.0,145609.0,9054.0,587481.0,23550.0,15401.0,89264.0
34957.0,1914391.0,258532.0,15680.0,30538.0,42633.0,,53901.0,427136.0,3777.0,135269.0,4711.0,10011.0,143565.0,8901.0,565874.0,23892.0,15278.0,87351.0
34987.0,1988496.0,303310.0,16781.0,33039.0,46478.0,,58902.0,406366.0,4395.0,140567.0,4828.0,10905.0,156378.0,9537.0,570649.0,22666.0,15796.0,94532.0
35018.0,2045375.0,317059.0,16852.0,33159.0,46491.0,,60856.0,457137.0,4610.0,141362.0,4579.0,10925.0,156667.0,9580.0,566785.0,23901.0,14774.0,92177.0
35048.0,2127881.0,334056.0,17644.0,34701.0,38446.0,,66034.0,485064.0,4731.0,146204.0,4628.0,11441.0,164066.0,10035.0,579458.0,26516.0,16557.0,95100.0
35079.0,2049073.0,301376.0,18900.0,30585.0,49685.0,,63226.0,440515.0,4542.0,145243.0,4748.0,10578.0,143693.0,11975.0,591346.0,25848.0,15059.0,96026.0
35110.0,1937875.0,285293.0,18334.0,32408.0,46512.0,,62932.0,415699.0,4310.0,135363.0,4307.0,9447.0,139115.0,10694.0,557318.0,23523.0,14439.0,89928.0
35139.0,2051442.0,302965.0,20252.0,34454.0,48779.0,,63277.0,449686.0,4483.0,147918.0,4643.0,10179.0,131701.0,11523.0,600145.0,24135.0,14577.0,95032.0
35170.0,2000697.0,276137.0,18186.0,33677.0,46246.0,,61100.0,439158.0,4144.0,142006.0,4541.0,9762.0,147949.0,11051.0,574777.0,23060.0,13581.0,91283.0
35200.0,2022455.0,253591.0,17518.0,33599.0,47900.0,,62441.0,454603.0,4295.0,148834.0,4757.0,9832.0,149425.0,11130.0,603819.0,23810.0,13732.0,89066.0
35231.0,1959001.0,262958.0,17606.0,32733.0,46151.0,,56542.0,438611.0,3530.0,141155.0,4542.0,9435.0,143675.0,10681.0,578686.0,22613.0,13887.0,80609.0
35261.0,2007073.0,256519.0,18100.0,34174.0,46549.0,,57322.0,453464.0,3673.0,134102.0,4622.0,9581.0,146451.0,10847.0,602948.0,22433.0,13606.0,92427.0
35292.0,2025372.0,267370.0,18430.0,33866.0,52240.0,,55363.0,458064.0,4116.0,136002.0,4714.0,9584.0,148463.0,10850.0,598966.0,23031.0,14046.0,92084.0
35323.0,1966704.0,272968.0,18695.0,32879.0,46296.0,,55784.0,443910.0,4237.0,130724.0,4740.0,9450.0,143302.0,10698.0,576586.0,22981.0,13934.0,87556.0
35353.0,2030248.0,296292.0,18930.0,33999.0,51394.0,,57819.0,439902.0,4744.0,132363.0,4819.0,10293.0,150322.0,11652.0,594202.0,23541.0,14406.0,91981.0
35384.0,2008920.0,292599.0,19895.0,33437.0,50936.0,,58692.0,448707.0,4593.0,133227.0,4658.0,10312.0,146828.0,11674.0,572473.0,23295.0,13474.0,90730.0
35414.0,2054700.0,305514.0,19600.0,34199.0,51328.0,,61133.0,469079.0,5001.0,137741.0,4627.0,10799.0,143965.0,12225.0,576936.0,22938.0,15099.0,93827.0
35445.0,2080127.0,301992.0,19915.0,32765.0,53471.0,432713.0,60361.0,134821.0,4727.0,148541.0,4297.0,10311.0,144608.0,7096.0,491269.0,24341.0,15274.0,95958.0
35476.0,1897202.0,285923.0,17069.0,29858.0,49142.0,396681.0,55425.0,121713.0,4516.0,135836.0,4255.0,9208.0,134455.0,6337.0,448008.0,21645.0,14645.0,88468.0
35504.0,2094342.0,303621.0,18342.0,33632.0,54712.0,438926.0,60261.0,134833.0,4913.0,151128.0,4754.0,9922.0,147098.0,6828.0,500813.0,23638.0,14785.0,98154.0
35535.0,1984535.0,276753.0,17416.0,32520.0,53181.0,423131.0,58515.0,126882.0,4722.0,145694.0,4650.0,9516.0,136246.0,6549.0,479991.0,20569.0,13775.0,99348.0
35565.0,2032294.0,254173.0,17196.0,32924.0,53216.0,435592.0,61828.0,129539.0,4632.0,149841.0,4847.0,9584.0,142336.0,6596.0,492955.0,22604.0,13929.0,97753.0
35596.0,1943561.0,263530.0,16715.0,32687.0,51520.0,426888.0,60159.0,118560.0,3896.0,138457.0,4666.0,9197.0,138038.0,6330.0,469493.0,21261.0,14086.0,89491.0
35626.0,2011169.0,257063.0,16863.0,34216.0,53741.0,434325.0,58392.0,122768.0,4191.0,145057.0,4696.0,9340.0,144769.0,6428.0,485521.0,23140.0,13801.0,97342.0
35657.0,2013271.0,267980.0,17155.0,34101.0,54767.0,439712.0,62081.0,124649.0,4310.0,147409.0,4810.0,9343.0,147528.0,6430.0,483226.0,22268.0,14247.0,94033.0
